,Seu ingresso no curso de graduação se deu por meio de políticas de ação afirmativa ou inclusão social?,"Qual a renda total de sua família, incluindo seus rendimentos?",Quem lhe deu maior incentivo para cursar a graduação?,Alguém em sua família concluiu um curso superior?,Até que etapa de escolarização sua mãe concluiu?,Até que etapa de escolarização seu pai concluiu?,qtd
1000,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Nenhuma,1
244,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Líder ou representante religioso,Não,Ensino médio,Nenhuma,1
1063,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Sim,Ensino médio,Nenhuma,1
243,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Líder ou representante religioso,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1027,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,1
1062,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Sim,Ensino médio,Ensino Superior - Graduação,1
242,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Sim,Pós-graduação,Ensino Médio,1
201,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Não,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1060,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Sim,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
202,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Não,Ensino médio,Nenhuma,1
203,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Não,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1057,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,1
205,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,1
1006,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Sim,Ensino Superior - Graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
237,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Nenhuma,1
236,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,1
235,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1010,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,1
210,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
232,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
211,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Nenhuma,1
214,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Ensino médio,Ensino Superior - Graduação,1
230,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,1
1051,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,1
1050,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Sim,Ensino Superior - Graduação,Ensino Médio,1
623,Não,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Professores,Sim,Pós-graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
90,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Não,Ensino Superior - Graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
105,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,1
1232,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Professores,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
18,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,1
1226,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Sim,Pós-graduação,Pós-graduação,1
1227,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Professores,Sim,Ensino Superior - Graduação,Ensino Médio,1
1228,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Professores,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,1
1229,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Professores,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
13,Não,"Acima de 30 salários mínimos (mais de R$ 28110,00).",Pais,Sim,Pós-graduação,Ensino Médio,1
1231,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Professores,Sim,Ensino médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
12,Não,"Acima de 30 salários mínimos (mais de R$ 28110,00).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
52,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,1
1234,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Colegas/Amigos,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,1
1235,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Não,Ensino médio,Ensino Médio,1
1236,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Sim,Ensino Superior - Graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1237,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Sim,Ensino Superior - Graduação,Ensino Médio,1
1238,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,1
1239,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Sim,Ensino médio,Ensino Médio,1
1240,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Sim,Ensino médio,Pós-graduação,1
1223,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Sim,Pós-graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
22,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Nenhuma,1
1220,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
24,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Não,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1202,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Não,Nenhuma,Ensino Médio,1
1203,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Não,Nenhuma,Nenhuma,1
47,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Líder ou representante religioso,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,1
46,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Líder ou representante religioso,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
45,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Líder ou representante religioso,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
44,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Líder ou representante religioso,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Nenhuma,1
43,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Líder ou representante religioso,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,1
42,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Líder ou representante religioso,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1211,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
35,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Nenhuma,1
31,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,1
1214,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,1
29,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Ensino Superior - Graduação,Ensino Médio,1
27,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Não,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
26,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Não,Ensino médio,Nenhuma,1
1241,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Sim,Pós-graduação,Nenhuma,1
1242,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Outras pessoas,Sim,Ensino médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1243,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Outros membros da família que não os pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1263,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Sim,Ensino médio,Pós-graduação,1
4,Não,"Acima de 30 salários mínimos (mais de R$ 28110,00).",Ninguém,Sim,Pós-graduação,Pós-graduação,1
1266,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Colegas/Amigos,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1267,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Ninguém,Sim,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1268,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Outras pessoas,Sim,Pós-graduação,Ensino Médio,1
1269,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Outros membros da família que não os pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1270,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Outros membros da família que não os pais,Sim,Pós-graduação,Ensino Médio,1
1271,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Pais,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
3,Não,"Acima de 30 salários mínimos (mais de R$ 28110,00).",Ninguém,Sim,Ensino médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1273,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Pais,Sim,Ensino Superior - Graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
2,Não,"Acima de 30 salários mínimos (mais de R$ 28110,00).",Ninguém,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,1
1275,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Pais,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,1
1276,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1277,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Pais,Sim,Ensino médio,Ensino Superior - Graduação,1
1278,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Pais,Sim,Ensino médio,Nenhuma,1
1279,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Pais,Sim,Pós-graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1264,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Sim,Pós-graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
5,Não,"Acima de 30 salários mínimos (mais de R$ 28110,00).",Outras pessoas,Sim,Ensino Superior - Graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1244,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Outros membros da família que não os pais,Não,Ensino médio,Nenhuma,1
6,Não,"Acima de 30 salários mínimos (mais de R$ 28110,00).",Outros membros da família que não os pais,Sim,Ensino médio,Ensino Superior - Graduação,1
1245,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Outros membros da família que não os pais,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,1
1246,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Outros membros da família que não os pais,Sim,Ensino médio,Ensino Médio,1
1247,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Outros membros da família que não os pais,Sim,Nenhuma,Nenhuma,1
1249,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1250,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,1
1251,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1252,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,1
1253,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Não,Ensino médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1254,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Não,Nenhuma,Nenhuma,1
10,Não,"Acima de 30 salários mínimos (mais de R$ 28110,00).",Pais,Sim,Ensino Superior - Graduação,Nenhuma,1
1256,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Sim,Ensino Superior - Graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
8,Não,"Acima de 30 salários mínimos (mais de R$ 28110,00).",Pais,Não,Ensino médio,Ensino Médio,1
1258,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1259,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,1
7,Não,"Acima de 30 salários mínimos (mais de R$ 28110,00).",Pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
48,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Líder ou representante religioso,Sim,Nenhuma,Nenhuma,1
57,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,1
100,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,1
1142,Sim,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Sim,Pós-graduação,Ensino Superior - Graduação,1
1135,Sim,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Líder ou representante religioso,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1136,Sim,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Sim,Ensino médio,Ensino Superior - Graduação,1
1137,Sim,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Sim,Ensino Superior - Graduação,Ensino Médio,1
1138,Sim,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,1
1139,Sim,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,1
1140,Sim,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Sim,Ensino médio,Ensino Médio,1
89,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Pós-graduação,Ensino Superior - Graduação,1
1144,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Colegas/Amigos,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1195,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1145,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Colegas/Amigos,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Nenhuma,1
1146,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Colegas/Amigos,Não,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1147,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Colegas/Amigos,Sim,Ensino Superior - Graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1148,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Colegas/Amigos,Sim,Ensino Superior - Graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1149,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Colegas/Amigos,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1150,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Colegas/Amigos,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1151,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Colegas/Amigos,Sim,Ensino médio,Pós-graduação,1
1134,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Pós-graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1133,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino médio,Nenhuma,1
1131,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino médio,Ensino Médio,1
1130,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
99,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Sim,Ensino Superior - Graduação,Ensino Médio,1
1115,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
1116,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,1
98,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Sim,Ensino Superior - Graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
97,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Sim,Ensino Superior - Graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1120,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Não,Ensino médio,Ensino Médio,1
1121,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino Superior - Graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1122,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino Superior - Graduação,Pós-graduação,1
94,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
92,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,1
1125,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,1
1126,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,1
1127,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),1
1128,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),1
